@relation 'Twitter Sentiment Analysis SemEval Dataset'

@attribute content string
@attribute class {positive,neutral,negative}

@data
'Sandy Alderson may as well change his name to Madoff because he is robbing the Mets.',negative
'Australian Directioners! iGo One Direction (iCarly) is premiering on Nickelodeon the 24th of July at 4:30pm. (: how exciting! x',positive
'Does anyone want to come with me to see Ted Nugent speak at freedom hall tomorrow. It\'s free',negative
'Ladies it\'s time for y\'all to bring out them tight freak um dresses at Club Pulse tomorrow 1118 N 4th Street free til 11',negative
'Danny Care may be the best scrum half England have but he\'s still a massive c-bomb',negative
'@thedylanholland you should totally come and perform in Houston and while your at it come and visit the Houston Rodeo in March :)',positive
'Feel the warmth in the sky at first sight i felt the energy of sun rayysss',negative
'This just in: Rui En joins Elvin Ng & co. in CLIF2, scheduled to air 18 Feb 12. Surprise?',negative
'Sunday with Sufjan Stevens - Casimir Pulaski Day live at Manchester Apollo 19/05/11: http://t.co/eQzCHbrU via @youtube',negative
'Yardbarker: Announcing the November 17 Smashville Express to Knoxville http://t.co/4qQsMtBR',negative
'What are the FAFSA and a Pell Grant? | Begin College: What are the FAFSA and a Pell Grant? October 26, 2012 Cate... http://t.co/uH9ig9eo',negative
'USA calls last time out with 5:20 left in the half. They have 1st and 10 at Red Wolves 34.',negative
'How many of you believe that Andrew Breitbart very well may have been murdered?',negative
'Brilliant 85 mins for @naisy14 in the Mersey derby. Not a bad game for 1st goal....',positive
'Happy November 1st SWEET friends!!! SWEET Thursday NOD\'s (names of the day) are.....Charrish, Selma, and Aiden.... http://t.co/xzJgrSfd',positive
'\\\"\"@MashUpStanleyT: \\\"\"Don\'t cry because it\'s over. Smile because it happened.\\\"\" - Dr. Seuss\\\"\" Good quote for a Friday!',positive
'Alejandro Valverde wins Stage 3 of Paris-Nice. Can he catch Bradley Wiggins? The answer http://t.co/9Otcq6fW #parisnice',positive
'finally listened to Wrecking Ball before I see the concert tomorrow evening!!',positive
'Not hard to figure out the value in this offer...Mathnasium is offering a free  \\\"\"Mathing\\\"\" Workshop on Sunday from... http://t.co/JCUiFD2n',negative
'Mizzou Links, 9-5-12: Holy smokes, it\'s Wednesday already? I haven\'t even posted Bill Carter\'s SELA photo... http://t.co/ldBya3wY #NCAAF',negative
'@tomhanks Youve done Bob\'s Great, The Pacific great, now how about one following the 15th USAAF, 456th squadron B-24, Capt. Klingler???',positive
'@CR2News  Demi is performing at the Houston Rodeo on March 3 @DemiTourUpdater http://t.co/OHsUAbJp',negative
'You may not recognize his name (yet), but you will definitely know his music. Check out the amazing Bill Carter... http://t.co/ZD68PDs4',positive
'Frank Gaffrey, Cliff May, Steve Emerson: Brilliant. \\\"\"Looming Threats: Iran, Hezbollah Hamas\\\"\" is the best #cufidc session I\'ve had thus far.',positive
'Red Cross: Syria conflict is now a civil war: The International Committee of the Red Cross said on Sunday it now http://t.co/2qmInBUf',negative
'Off to #StolenSpaceLND to see the Shepard Fairey show I didn\'t get to see last Friday...',negative
'Interesting that Gregg Williams\' affadavit was just signed on Friday.',positive
'I\'m watching Thursday Night Football between the Tampa Bay Buccaneers and the Minnesota Jared Allen',negative
'Watching Joseph Prince. Getting fed. U may think it but u don\'t have to say it. Speak Gods words. #Pastor #faith #Word',negative
'Tampa Bay Buccaneers: Game-by-Game Predictions for 2nd Half of the Season - Bleacher Report  #Buccaneers http://t.co/s0xzSPV3',negative
'I\'ll be playing #MITD tonight around 8:30pm EST. Open Lobby will most likely be TOMORROW EVENING. Keep an eye on YouTube/Twitter.',positive
'The U16s game with shotton has been called off due to a waterlogged pitch, so they\'re now going to llani on wednesday night. Sorry lads!',negative
'http://t.co/cXeK9uJk  Here\'s what Dixie is saying about Stansbury. Be sure to check out Mark Watson\'s preview tomorrow http://t.co/ykK6hY02',negative
'So excited about the opportunity to go listen to @drlindseyduncan speak in Knoxville, TN tomorrow night!! Looking forward to learning! :)',positive
'Aaron Brooks and Marcus Thornton combine to go 8-25 and we lose to the Bulls by 6. Everybody have a good Thursday.',negative
'Hot Deal: Charlie Rose with Kofi Annan; Edward Said; Mort Zuckerman (July 28, 2000): In anticipation of the upco... http://t.co/phdIlL7R',positive
'I feel like Hammond would be the only school in the county that would make us come to school tomorrow.',negative
'Mike Dean will be the Referee for  the London Derby game tomorrow. Chelsea without John Terry and Martin Atkinson might struggle. #COYS',negative
'... but if I say \\\"\"Wilt Chamberlain is the 4th-best player ever\\\"\", it\'s the start of a long, fruitless argument that no one can win. [2/2]',negative
'November 21 Yung Nation going to be in Monroe at the club its high school night',negative
'Beyond Obama\'s Hope: the work of Shepard Fairey http://t.co/mirRNqMR',negative
'We saw the birth place of Jesus and walked the pathway of the Palm Sunday entry of Jesus into Jerusalem.#tc',negative
'Is that Liam Neeson sat next to Roman Abramovich?, I\'d sleep with one eye open tonight if I was DiMatteo! #CFC #MUFC #SuperSunday',negative
'It\'s amazing to see the success thus far early from Udofia, considering how Marshall, etc stifled Lorenzo Brown on Thursday night',positive
'FCA is tomorrow morning at 7:30 in the PAC! We\'re doing small groups! I hope to see you all there!',positive
'Check Out Charlie Rose with Adel al-Jubeir; Bill Carter (March 5, 2002): Adel al-Jubeir, adviser to the Crown Pr... http://t.co/yHhrCck4',negative
'Kaka committed to Real Madrid: He may have been on the periphery of the Real Madrid squad since Jose Mourinho took... http://t.co/zRs9BDlB',negative
'LOCAL SPORTS: Special to the News-Sun: PLANT CITY - The Highlands Youth Football and Cheer Organization (HYFC) t... http://t.co/Kgy7m7vH',negative
'Reminder July 22nd @ 3pm i will be hosting an Open Lobby on the Livestream http://t.co/dDj8jAZc',negative
'Breakfast, training then of to London to prepare for the game against Spurs tomorrow',negative
'I DO NOT want a repeat of strawberry festival bus ride home from buckwheat this Friday. @randaroo_95',negative
'Will not be going to hari terbuka next friday, have to go to putrajaya',negative
'Kinder Morgan to divest assets to close El Paso deal - Kinder Morgan Energy Partners LP (NYSE: KMP) said Monday it h... http://t.co/Ato1y72L',negative
'@Marvi_Memon1 was the  employee of General Musharraf....Sheikh Rashid in Kamran Shahid\'s Front Line on April 17',negative
'Charlie Rose with Rahm Emanuel, Mort Zuckerman, Rob Portman & Mark Halperin; Christine Orban (October 5, 2004): ... http://t.co/nwPGWdj0',negative
'@rmei @CarolHollyT @megishere @BriteAnna and sad as it is, the 6 month waiting time still means i will be on HRT before i would have had 1st',negative
'But who\'s tryna make that move to the Berkmar game against Brookwood, Friday?',negative
'Front Line with Kamran Shahid ANP Shahi Syed http://t.co/fyej6m9O',negative
'Come check out the SMP ALLSTARS scenecity this friday, 150 pine st ne atlanta 30308. SATURDAY  REGGAE party JETT LOUNGE 3701 clairmont ATL',negative
'#NowWatching ~ Silent House. Guess I\'m in love w/ Elizabeth Olsen. Gotta find \'Martha Marcy May Marlene\'. Heard that she\'s really good there',positive
'Tryna get wavy after work tomorrow it\'s been a while',negative
'Krul crocked, just putting it out there Craig Gordon britains 2nd most expensive keeper is without a club? #nufc #SAFC #FTM',negative
'@SarahHanan @NickHughesAW Nice to be missed Maino.  Hope you\'re having fun. 2nd night all all-inclusive?',positive
'Who wants to go to a haunted house with me on Friday only 12$ with college ID!!!',positive
'This month is going to be amazing.  4th I see Courtney! 9th Stacy moves back!(:  17th My Birthday!!(:  Then it\'s thanksgiving and no school!',positive
'Thanks for everyone who came out for day 2 of World Music Festival! we\'ll see you tomorrow at 10am for a global grooves dance party',positive
'CAVA is looking forward for one of the biggest event of the year. The Strawberry Festival in 350 Main St. Watsonville from Sat-Sun 10-5P.',positive
'Apparently Justin Beiber is in the area. I know this because I have students (plural) missing school tomorrow to see him.',negative
'this friday at the arlene francis center!!! kinship, not to reason why, echorev, girls in suede and iditarod! doors at 7 :)',positive
'@KendrickLamaar Bro I love the new song \\\"\"Poetic Justice\\\"\" You\'re doing great things. May God Bless',positive
'L.A tomorrow going to my favorite pizza parlor on Fairfax :)',positive
'Uber pumped about FCA breakfast tomorrow morning in the cafeteria! 7:30! Be there to fellowship, learn, and eat some free food! #RT',positive
'How great would it be if the power came back today but so many schools in fairfax country didn\'t have power so school was closed tomorrow?',positive
'David Miliband is coming tomorrow! He is meeting NULC exclusively at 14:30 in Martin Luther King Room, Students\' Union. Make sure you RSVP!',positive
'Tom Boonen has been summoned to man the polling station in Mol this Sunday. If he doesn\'t, he\'ll get fined http://t.co/zEPnatOJ',negative
'HRT: We have to try and improve the car: Oct.26 (HRT) The Formula 1 World Championship returned to action today ... http://t.co/ysITtmbb',positive
'When Mr.Craig said sunday night was officially the last day of Marching Band. < <',negative
'#NowWatching The Kandi Factory, and I\'m liking it so far.',positive
'\\\"\"@Reality_Touch: Hamid Mir has rejected the negative views of Saleem Safi,Sana bucha & Kamran Shahid on PTI peace march. Read his tweets !\\\"\"',negative
'@spatoon I saw her on Tuesday by Java Jazz. And I can\'t help it if girls like me LOL :P',positive
'it\'s a sunday, i think in the spirit of douglas adams and feeling like shit i will have a second bath',negative
'Distin\'s derby disappointment: Sylvain Distin has voiced his frustration at taking just a point from Sunday\'s Mersey... http://t.co/Fob4ZxLR',negative
'Hoya, Sungyeol and sungjong with Bae yong jun. look..sungyeol\'s hand! http://t.co/0qXMyy9J',negative
'I\'m mad that I haven\'t changed the channel. I\'ve actually watched 3 episodes of Stevie TV & every time I get mad at myself for watching it!',negative
'The ISBA is hosting a professional lunch tomorrow with attorneys from Romannucci Blandin, CCSAO, & Ungaretti Harris.  Check The Record!',negative
'Must give the boys there spot back for most viewed video in 24hrs! Directioners tomorrow is the boys night!  #LittleThingsVideoCountdown',positive
'@mattmonihan #mittromney may have run the olympics and balanced Massachusetts\' books but I learned all I know about economics from SimCity',negative
'UFO Sighting: Black Triangle Sighting in Oranjestad,  on October 11th 2012 - black triangle ufo with resemblance... http://t.co/pwba09f5',negative
'David Miliband in the FT today: Germany may have more in common with Britain or Poland than with euro members such as Italy or even France.',negative
'The Brick$quad is the Yankees of 8th period English III with Doc Caputo. #targetonourbacks #hatedbyall #champions',negative
'Mort Zuckerman I can just change who I am plenty of, not to mention all I may give is in fact all my love. http://t.co/XqMBqhme',positive
'Play with Sketsa @ Java Jazz, 2 March, 8 pm, Lobby stage',negative
'@garysnowpatrol Will you play Signal Fire at your show in Hammond on Saturday? :)',positive
'Big game with VCU tomorrow night! Second-place is on the line. #LetsGoX http://t.co/rUGy8UMJ',positive
'I\'m very excited to announce that I\'ll be opening for the amazing @edsheeran again this coming Tuesday at Irving Plaza NYC!',positive
'Inmarsat\'s SwiftBroadband Soars to New Heights: Inmarsat (LSE:ISAT.L), the leading provider of global mobile sat... http://t.co/wYM5S74b',positive
'Norqway in Banff opens tomorrow Mother Nature rules in the Canadian Rockies',negative
'We nailed the Trifecta at #Belmont today for $1,139.00 in the 7th race!  Check it out: http://t.co/bYMS71CE',positive
'Purim\'s Dancer runs in the 7th @hollyparkracing today. Here she is getting some good luck from the local goat... http://t.co/HBBuSoNa',positive
'Queens of the Stone Age\'s Regular John from Glastonbury during the Song For The Deaf tour & Dave Grohl sat on the stool http://t.co/mitUJIF7',negative
'If You Can\'t Beat \'Em, Recruit \'Em ( #YHOO, AOL, GOOG, TWX, AAPL: Inc. (NASDAQ: YHOO) may have the biggest weapo... http://t.co/EuacVGrv',positive
